house,id,bucket,pooled_std,max_local_std,off_value,on_value,value_changed,crosses_110,w,h,error
nomos,356955,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,588,
nomos,579566,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,614,
nomos,357062,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,597,
nomos,596668,pooled_fires,0.0,0.0,255.0,255.0,False,False,800,360,
nomos,596910,pooled_fires,0.0,0.0,255.0,255.0,False,False,828,391,
nomos,586478,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,656,
nomos,596136,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,599,
nomos,596500,pooled_fires,0.0,0.0,255.0,255.0,False,False,800,402,
nomos,589775,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,587,
nomos,290509,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,568,
nomos,583906,pooled_fires,0.0,0.0,255.0,255.0,False,False,800,375,
nomos,356253,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,619,
nomos,579683,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,658,
nomos,302205,pooled_fires,0.0,0.0,255.0,255.0,False,False,776,398,
nomos,317663,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,598,
nomos,586584,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,605,
noonans,326025,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1401,
noonans,326236,pooled_fires,0.0,0.0,255.0,255.0,False,False,2790,1308,
noonans,321758,pooled_fires,0.0,0.0,255.0,255.0,False,False,2629,1190,
noonans,325867,pooled_fires,0.0,0.0,255.0,255.0,False,False,2080,891,
noonans,321686,pooled_fires,0.0,0.0,255.0,255.0,False,False,3200,1570,
noonans,326383,pooled_fires,0.0,0.0,255.0,255.0,False,False,3009,1427,
noonans,325960,pooled_fires,0.0,0.0,255.0,255.0,False,False,2969,1368,
noonans,316465,pooled_fires,0.0,0.0,255.0,255.0,False,False,3200,1479,
noonans,326032,pooled_fires,0.0,0.0,255.0,255.0,False,False,3200,1501,
noonans,327836,pooled_fires,0.0,0.0,255.0,255.0,False,False,3200,1489,
noonans,326008,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1421,
noonans,326298,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1402,
noonans,325822,pooled_fires,0.0,0.0,255.0,255.0,False,False,1653,1305,
noonans,321692,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1433,
noonans,326112,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1439,
noonans,326201,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1402,
noonans,325958,pooled_fires,0.0,0.0,255.0,255.0,False,False,3132,1447,
noonans,321593,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,2922,
noonans,326225,pooled_fires,0.0,0.0,255.0,255.0,False,False,3200,1529,
noonans,326352,pooled_fires,0.0,0.0,255.0,255.0,False,False,3200,1463,
noonans,327809,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1445,
noonans,326434,pooled_fires,0.0,0.0,255.0,255.0,False,False,2948,1268,
noonans,325928,pooled_fires,0.0,0.0,255.0,255.0,False,False,2130,1019,
noonans,325911,pooled_fires,0.0,0.0,255.0,255.0,False,False,2237,994,
noonans,321380,pooled_fires,0.0,0.0,255.0,255.0,False,False,3050,1477,
noonans,326135,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1393,
noonans,327794,pooled_fires,0.0,0.0,255.0,255.0,False,False,2420,1230,
noonans,325872,pooled_fires,0.0,0.0,255.0,255.0,False,False,2371,1079,
noonans,326055,pooled_fires,0.0,0.0,255.0,255.0,False,False,1843,877,
noonans,325744,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1419,
noonans,327793,pooled_fires,0.0,0.0,255.0,255.0,False,False,2251,1070,
noonans,325797,pooled_fires,0.0,0.0,255.0,255.0,False,False,2320,1056,
noonans,325918,pooled_fires,0.0,0.0,255.0,255.0,False,False,2351,1031,
noonans,316495,pooled_fires,0.0,0.0,255.0,255.0,False,False,2916,1378,
noonans,321355,pooled_fires,0.0,0.0,255.0,255.0,False,False,2167,1002,
noonans,316445,pooled_fires,0.0,0.0,255.0,255.0,False,False,2284,1038,
noonans,325845,pooled_fires,0.0,0.0,255.0,255.0,False,False,3119,1469,
noonans,326292,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1448,
noonans,321534,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,911,
noonans,326022,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1430,
noonans,316536,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1423,
noonans,326173,pooled_fires,0.0,0.0,255.0,255.0,False,False,3103,1549,
noonans,325940,pooled_fires,0.0,0.0,255.0,255.0,False,False,3200,1492,
noonans,316515,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1414,
noonans,326205,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1457,
noonans,321690,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1439,
noonans,321715,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1455,
noonans,316477,pooled_fires,0.0,0.0,255.0,255.0,False,False,3181,1481,
noonans,316529,pooled_fires,0.0,0.0,255.0,255.0,False,False,2461,1177,
noonans,316522,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1429,
noonans,321625,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1418,
noonans,326010,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1409,
noonans,321497,pooled_fires,0.0,0.0,255.0,255.0,False,False,3200,1458,
noonans,325863,pooled_fires,0.0,0.0,255.0,255.0,False,False,2600,1107,
noonans,326358,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1405,
noonans,327881,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1444,
noonans,321685,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1430,
noonans,326184,pooled_fires,0.0,0.0,255.0,255.0,False,False,2294,1079,
noonans,326220,pooled_fires,0.0,0.0,255.0,255.0,False,False,3200,1556,
noonans,321755,pooled_fires,0.0,0.0,255.0,255.0,False,False,3200,1514,
noonans,326413,pooled_fires,0.0,0.0,255.0,255.0,False,False,3003,1524,
noonans,316466,pooled_fires,0.0,0.0,255.0,255.0,False,False,3200,1476,
noonans,326043,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1436,
noonans,326258,pooled_fires,0.0,0.0,255.0,255.0,False,False,1850,855,
noonans,326460,pooled_fires,0.0,0.0,255.0,255.0,False,False,3200,1384,
noonans,325834,pooled_fires,0.0,0.0,255.0,255.0,False,False,3200,1484,
noonans,326118,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1439,
noonans,326315,pooled_fires,0.0,0.0,255.0,255.0,False,False,2987,1415,
noonans,327890,pooled_fires,0.0,0.0,255.0,255.0,False,False,2846,1350,
noonans,326266,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1353,
noonans,326061,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1453,
noonans,326067,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1460,
noonans,321402,pooled_fires,0.0,0.0,255.0,255.0,False,False,2924,1468,
noonans,325775,pooled_fires,0.0,0.0,255.0,255.0,False,False,2175,985,
noonans,321490,pooled_fires,0.0,0.0,255.0,255.0,False,False,2373,1081,
noonans,326193,pooled_fires,0.0,0.0,255.0,255.0,False,False,1808,812,
noonans,321431,pooled_fires,0.0,0.0,255.0,255.0,False,False,2313,1077,
noonans,326308,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1476,
noonans,325907,pooled_fires,0.0,0.0,255.0,255.0,False,False,2160,1035,
noonans,326134,pooled_fires,0.0,0.0,255.0,255.0,False,False,2344,1060,
noonans,321712,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1431,
noonans,326216,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1425,
noonans,325885,pooled_fires,0.0,0.0,255.0,255.0,False,False,2084,932,
noonans,327789,pooled_fires,0.0,0.0,255.0,255.0,False,False,1944,845,
noonans,321558,pooled_fires,0.0,0.0,255.0,255.0,False,False,1956,987,
noonans,316480,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1406,
noonans,326477,pooled_fires,0.0,0.0,255.0,255.0,False,False,3200,1455,
noonans,325931,pooled_fires,0.0,0.0,255.0,255.0,False,False,2399,1121,
noonans,325877,pooled_fires,0.0,0.0,255.0,255.0,False,False,2240,1025,
noonans,321812,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1498,
noonans,321524,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1648,
noonans,321636,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1423,
noonans,326178,pooled_fires,0.0,0.0,255.0,255.0,False,False,2359,2293,
noonans,325899,pooled_fires,0.0,0.0,255.0,255.0,False,False,2187,1010,
noonans,326283,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1477,
noonans,321475,pooled_fires,0.0,0.0,255.0,255.0,False,False,2995,1482,
noonans,327810,pooled_fires,0.0,0.0,255.0,255.0,False,False,3175,1516,
noonans,321778,pooled_fires,0.0,0.0,255.0,255.0,False,False,3200,1553,
noonans,321394,pooled_fires,0.0,0.0,255.0,255.0,False,False,2322,1033,
noonans,321509,pooled_fires,0.0,0.0,255.0,255.0,False,False,3010,1379,
noonans,325760,pooled_fires,0.0,0.0,255.0,255.0,False,False,2120,964,
noonans,321576,pooled_fires,0.0,0.0,255.0,255.0,False,False,2374,1115,
noonans,327832,pooled_fires,0.0,0.0,255.0,255.0,False,False,3200,1501,
noonans,326146,pooled_fires,0.0,0.0,255.0,255.0,False,False,2990,1305,
noonans,321708,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1466,
noonans,316521,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1440,
noonans,321450,pooled_fires,0.0,0.0,255.0,255.0,False,False,2548,1171,
noonans,321647,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1430,
noonans,316460,pooled_fires,0.0,0.0,255.0,255.0,False,False,2195,1014,
noonans,321761,pooled_fires,0.0,0.0,255.0,255.0,False,False,2457,1149,
noonans,321814,pooled_fires,0.0,0.0,255.0,255.0,False,False,3200,1528,
noonans,321607,pooled_fires,0.0,0.0,255.0,255.0,False,False,2419,1141,
noonans,326085,pooled_fires,0.0,0.0,255.0,255.0,False,False,3200,1509,
noonans,321735,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1418,
noonans,325864,pooled_fires,0.0,0.0,255.0,255.0,False,False,2442,1124,
noonans,325895,pooled_fires,0.0,0.0,255.0,255.0,False,False,1982,904,
noonans,325789,pooled_fires,0.0,0.0,255.0,255.0,False,False,2277,1064,
noonans,321734,pooled_fires,0.0,0.0,255.0,255.0,False,False,3200,1540,
noonans,326361,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1427,
noonans,321797,pooled_fires,0.0,0.0,255.0,255.0,False,False,3200,1509,
noonans,321756,pooled_fires,0.0,0.0,255.0,255.0,False,False,3134,1405,
noonans,321727,pooled_fires,0.0,0.0,255.0,255.0,False,False,2653,1244,
noonans,326081,pooled_fires,0.0,0.0,255.0,255.0,False,False,3200,1523,
noonans,326427,pooled_fires,0.0,0.0,255.0,255.0,False,False,3193,1440,
noonans,321696,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1460,
noonans,326226,pooled_fires,0.0,0.0,255.0,255.0,False,False,3200,1485,
noonans,321354,pooled_fires,0.0,0.0,255.0,255.0,False,False,2069,945,
noonans,325964,pooled_fires,0.0,0.0,255.0,255.0,False,False,2548,1164,
noonans,321726,pooled_fires,0.0,0.0,255.0,255.0,False,False,2533,1169,
noonans,326158,pooled_fires,0.0,0.0,255.0,255.0,False,False,2362,1054,
noonans,326152,pooled_fires,0.0,0.0,255.0,255.0,False,False,2371,1118,
noonans,325904,pooled_fires,0.0,0.0,255.0,255.0,False,False,2188,1019,
noonans,326340,pooled_fires,0.0,0.0,255.0,255.0,False,False,3136,1523,
noonans,326382,pooled_fires,0.0,0.0,255.0,255.0,False,False,3200,1420,
noonans,326462,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1447,
noonans,321673,pooled_fires,0.0,0.0,255.0,255.0,False,False,3097,1466,
noonans,321775,pooled_fires,0.0,0.0,255.0,255.0,False,False,2988,1448,
noonans,325881,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1405,
noonans,326246,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1468,
noonans,325971,pooled_fires,0.0,0.0,255.0,255.0,False,False,3200,1488,
noonans,321599,pooled_fires,0.0,0.0,255.0,255.0,False,False,2566,1170,
noonans,325829,pooled_fires,0.0,0.0,255.0,255.0,False,False,3094,1444,
noonans,316517,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1448,
noonans,316532,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1601,
noonans,321772,pooled_fires,0.0,0.0,255.0,255.0,False,False,2426,1162,
noonans,321499,pooled_fires,0.0,0.0,255.0,255.0,False,False,2263,1031,
noonans,325855,pooled_fires,0.0,0.0,255.0,255.0,False,False,2065,924,
noonans,325857,pooled_fires,0.0,0.0,255.0,255.0,False,False,1865,841,
noonans,316502,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1456,
noonans,327869,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1374,
noonans,321397,pooled_fires,0.0,0.0,255.0,255.0,False,False,2250,964,
noonans,316503,pooled_fires,0.0,0.0,255.0,255.0,False,False,1875,1536,
noonans,326312,pooled_fires,0.0,0.0,255.0,255.0,False,False,2807,1357,
noonans,325922,pooled_fires,0.0,0.0,255.0,255.0,False,False,2465,1199,
noonans,316439,pooled_fires,0.0,0.0,255.0,255.0,False,False,2418,1062,
noonans,321578,pooled_fires,0.0,0.0,255.0,255.0,False,False,1785,1649,
noonans,326047,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1375,
noonans,325999,pooled_fires,0.0,0.0,255.0,255.0,False,False,3200,1501,
noonans,325893,pooled_fires,0.0,0.0,255.0,255.0,False,False,2131,1042,
noonans,327815,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,3007,
noonans,326130,pooled_fires,0.0,0.0,255.0,255.0,False,False,2242,1014,
noonans,326168,pooled_fires,0.0,0.0,255.0,255.0,False,False,2438,1162,
noonans,325731,pooled_fires,0.0,0.0,255.0,255.0,False,False,2541,1115,
noonans,321787,pooled_fires,0.0,0.0,255.0,255.0,False,False,3200,1556,
noonans,326328,pooled_fires,0.0,0.0,255.0,255.0,False,False,2986,1356,
noonans,316492,pooled_fires,0.0,0.0,255.0,255.0,False,False,2465,1142,
noonans,321399,pooled_fires,0.0,0.0,255.0,255.0,False,False,1534,658,
noonans,326400,pooled_fires,0.0,0.0,255.0,255.0,False,False,3142,1520,
noonans,321670,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1411,
noonans,316550,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1454,
noonans,326421,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1422,
noonans,321720,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1426,
noonans,321439,pooled_fires,0.0,0.0,255.0,255.0,False,False,2437,1140,
noonans,325736,pooled_fires,0.0,0.0,255.0,255.0,False,False,2466,1069,
noonans,316549,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1451,
noonans,321723,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1463,
noonans,326440,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1433,
noonans,326213,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1339,
noonans,325996,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1426,
noonans,326039,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1457,
noonans,326351,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1382,
noonans,327892,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1443,
noonans,316490,pooled_fires,0.0,0.0,255.0,255.0,False,False,2512,1186,
noonans,321449,pooled_fires,0.0,0.0,255.0,255.0,False,False,2464,1130,
noonans,321785,pooled_fires,0.0,0.0,255.0,255.0,False,False,3200,1567,
noonans,321587,pooled_fires,0.0,0.0,255.0,255.0,False,False,2032,1038,
noonans,325933,pooled_fires,0.0,0.0,255.0,255.0,False,False,2223,1045,
noonans,321706,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1451,
noonans,327811,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1416,
noonans,321818,pooled_fires,0.0,0.0,255.0,255.0,False,False,3200,1530,
noonans,326122,pooled_fires,0.0,0.0,255.0,255.0,False,False,3200,1498,
noonans,321648,pooled_fires,0.0,0.0,255.0,255.0,False,False,2936,1351,
noonans,321553,pooled_fires,0.0,0.0,255.0,255.0,False,False,2847,1326,
noonans,325991,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1394,
noonans,325873,pooled_fires,0.0,0.0,255.0,255.0,False,False,3200,1457,
noonans,327840,pooled_fires,0.0,0.0,255.0,255.0,False,False,3000,1412,
noonans,321741,pooled_fires,0.0,0.0,255.0,255.0,False,False,3200,1506,
noonans,321395,pooled_fires,0.0,0.0,255.0,255.0,False,False,2179,1073,
noonans,325984,pooled_fires,0.0,0.0,255.0,255.0,False,False,3129,1457,
noonans,325795,pooled_fires,0.0,0.0,255.0,255.0,False,False,2208,1015,
numisbids,339556,pooled_fires,0.0,0.0,255.0,255.0,False,False,1393,658,
numisbids,339454,pooled_fires,0.0,0.0,255.0,255.0,False,False,965,421,
numisbids,339599,pooled_fires,0.0,0.0,255.0,255.0,False,False,973,447,
numisbids,339938,pooled_fires,0.0,0.0,255.0,255.0,False,False,876,423,
numisbids,340817,pooled_fires,0.0,0.0,255.0,255.0,False,False,1230,610,
numisbids,339649,pooled_fires,0.0,0.0,255.0,255.0,False,False,1043,486,
numisbids,340205,pooled_fires,0.0,0.0,255.0,255.0,False,False,1108,564,
numisbids,340625,pooled_fires,0.0,0.0,255.0,255.0,False,False,532,246,
numisbids,339523,pooled_fires,0.0,0.0,255.0,255.0,False,False,963,468,
numisbids,339854,pooled_fires,0.0,0.0,255.0,255.0,False,False,610,296,
numisbids,339944,pooled_fires,0.0,0.0,255.0,255.0,False,False,902,432,
numisbids,340568,pooled_fires,0.0,0.0,255.0,255.0,False,False,945,467,
numisbids,341249,pooled_fires,0.0,0.0,255.0,255.0,False,False,754,385,
numisbids,340469,pooled_fires,0.0,0.0,255.0,255.0,False,False,756,379,
numisbids,340025,pooled_fires,0.0,0.0,255.0,255.0,False,False,814,407,
numisbids,339489,pooled_fires,0.0,0.0,255.0,255.0,False,False,991,459,
numisbids,339462,pooled_fires,0.0,0.0,255.0,255.0,False,False,985,462,
numisbids,341462,pooled_fires,0.0,0.0,255.0,255.0,False,False,559,280,
numisbids,340835,pooled_fires,0.0,0.0,255.0,255.0,False,False,1224,619,
numisbids,340310,pooled_fires,0.0,0.0,255.0,255.0,False,False,663,331,
numisbids,340667,pooled_fires,0.0,0.0,255.0,255.0,False,False,564,270,
numisbids,341411,pooled_fires,0.0,0.0,255.0,255.0,False,False,943,470,
numisbids,340178,pooled_fires,0.0,0.0,255.0,255.0,False,False,675,328,
numisbids,341049,pooled_fires,0.0,0.0,255.0,255.0,False,False,1500,743,
numisbids,341184,pooled_fires,3.358,6.222,255.0,255.0,False,False,899,427,
numisbids,339485,pooled_fires,0.0,0.0,255.0,255.0,False,False,931,460,
numisbids,339782,pooled_fires,0.0,0.0,255.0,255.0,False,False,859,405,
numisbids,340700,pooled_fires,0.0,0.0,255.0,255.0,False,False,1089,531,
numisbids,340184,pooled_fires,0.0,0.0,255.0,255.0,False,False,1242,614,
numisbids,339668,pooled_fires,0.0,0.0,255.0,255.0,False,False,681,312,
numisbids,340718,pooled_fires,0.0,0.0,255.0,255.0,False,False,1081,533,
numisbids,341341,pooled_fires,0.0,0.0,255.0,255.0,False,False,1226,615,
numisbids,339878,pooled_fires,0.0,0.0,255.0,255.0,False,False,523,251,
numisbids,340235,pooled_fires,0.0,0.0,255.0,255.0,False,False,1334,666,
numisbids,339656,pooled_fires,0.0,0.0,255.0,255.0,False,False,1072,489,
numisbids,340142,pooled_fires,0.0,0.0,255.0,255.0,False,False,843,411,
numisbids,340592,pooled_fires,0.0,0.0,255.0,255.0,False,False,1130,548,
numisbids,340406,pooled_fires,0.0,0.0,255.0,255.0,False,False,1278,633,
numisbids,340952,pooled_fires,0.0,0.0,255.0,255.0,False,False,566,287,
numisbids,341000,pooled_fires,0.0,0.0,255.0,255.0,False,False,1461,729,
numisbids,341383,pooled_fires,0.0,0.0,255.0,255.0,False,False,565,288,
numisbids,339474,pooled_fires,0.0,0.0,255.0,255.0,False,False,997,448,
numisbids,341028,pooled_fires,0.0,0.0,255.0,255.0,False,False,1500,751,
numisbids,341414,pooled_fires,0.0,0.0,255.0,255.0,False,False,942,445,
numisbids,339674,pooled_fires,0.0,0.0,255.0,255.0,False,False,1289,627,
numisbids,340637,pooled_fires,0.0,0.0,255.0,255.0,False,False,851,426,
numisbids,339770,pooled_fires,0.0,0.0,255.0,255.0,False,False,865,459,
numisbids,341270,pooled_fires,0.0,0.0,255.0,255.0,False,False,895,454,
numisbids,340829,pooled_fires,0.0,0.0,255.0,255.0,False,False,472,230,
numisbids,340727,pooled_fires,0.0,0.0,255.0,255.0,False,False,1085,535,
numisbids,339623,pooled_fires,0.0,0.0,255.0,255.0,False,False,1283,625,
numisbids,340070,pooled_fires,0.0,0.0,255.0,255.0,False,False,743,365,
numisbids,341308,pooled_fires,0.0,0.0,255.0,255.0,False,False,943,472,
numisbids,340013,pooled_fires,0.0,0.0,255.0,255.0,False,False,655,333,
numisbids,340259,pooled_fires,0.0,0.0,255.0,255.0,False,False,851,422,
numisbids,340424,pooled_fires,0.0,0.0,255.0,255.0,False,False,1227,606,
numisbids,341076,pooled_fires,0.0,0.0,255.0,255.0,False,False,1499,745,
numisbids,341172,pooled_fires,0.0,0.0,255.0,255.0,False,False,900,441,
numisbids,340241,pooled_fires,0.0,0.0,255.0,255.0,False,False,1131,557,
numisbids,340778,pooled_fires,0.0,0.0,255.0,255.0,False,False,1148,563,
numisbids,340892,pooled_fires,0.0,0.0,255.0,255.0,False,False,898,443,
numisbids,340199,pooled_fires,0.0,0.0,255.0,255.0,False,False,699,345,
numisbids,341247,pooled_fires,0.0,0.0,255.0,255.0,False,False,899,449,
numisbids,340679,pooled_fires,0.0,0.0,255.0,255.0,False,False,1288,629,
numisbids,340928,pooled_fires,0.0,0.0,255.0,255.0,False,False,1321,653,
numisbids,339761,pooled_fires,0.0,0.0,255.0,255.0,False,False,1281,643,
numisbids,339471,pooled_fires,0.0,0.0,255.0,255.0,False,False,985,426,
numisbids,339548,pooled_fires,0.0,0.0,255.0,255.0,False,False,466,210,
numisbids,340229,pooled_fires,0.0,0.0,255.0,255.0,False,False,1192,591,
numisbids,340448,pooled_fires,0.0,0.0,255.0,255.0,False,False,708,348,
numisbids,340028,pooled_fires,0.0,0.0,255.0,255.0,False,False,646,345,
numisbids,340295,pooled_fires,0.0,0.0,255.0,255.0,False,False,1181,591,
numisbids,339550,pooled_fires,0.0,0.0,255.0,255.0,False,False,851,404,
numisbids,339740,pooled_fires,0.0,0.0,255.0,255.0,False,False,1045,452,
numisbids,341279,pooled_fires,0.0,0.0,255.0,255.0,False,False,947,451,
numisbids,340580,pooled_fires,0.0,0.0,255.0,255.0,False,False,659,334,
numisbids,340106,pooled_fires,0.0,0.0,255.0,255.0,False,False,866,412,
numisbids,340937,pooled_fires,0.0,0.0,255.0,255.0,False,False,1414,1357,
numisbids,340067,pooled_fires,0.0,0.0,255.0,255.0,False,False,1003,499,
numisbids,339905,pooled_fires,0.0,0.0,255.0,255.0,False,False,887,439,
numisbids,340304,pooled_fires,0.0,0.0,255.0,255.0,False,False,992,498,
numisbids,339806,pooled_fires,0.0,0.0,255.0,255.0,False,False,1500,743,
numisbids,339676,pooled_fires,0.0,0.0,255.0,255.0,False,False,1017,457,
numisbids,341350,pooled_fires,0.0,0.0,255.0,255.0,False,False,802,406,
numisbids,340703,pooled_fires,0.0,0.0,255.0,255.0,False,False,1057,530,
numisbids,339459,pooled_fires,0.0,0.0,255.0,255.0,False,False,980,441,
numisbids,340316,pooled_fires,0.0,0.0,255.0,255.0,False,False,1225,611,
numisbids,341151,pooled_fires,0.0,0.0,255.0,255.0,False,False,900,452,
numisbids,339521,pooled_fires,0.0,0.0,255.0,255.0,False,False,1485,687,
numisbids,340157,pooled_fires,0.0,0.0,255.0,255.0,False,False,698,340,
numisbids,339641,pooled_fires,0.0,0.0,255.0,255.0,False,False,1338,623,
numisbids,339530,pooled_fires,0.0,0.0,255.0,255.0,False,False,983,955,
numisbids,340118,pooled_fires,0.0,0.0,255.0,255.0,False,False,1039,508,
numisbids,339461,pooled_fires,0.0,0.0,255.0,255.0,False,False,951,451,
numisbids,339767,pooled_fires,0.0,0.0,255.0,255.0,False,False,896,468,
numisbids,339562,pooled_fires,0.0,0.0,255.0,255.0,False,False,839,400,
numisbids,339484,pooled_fires,0.0,0.0,255.0,255.0,False,False,818,410,
numisbids,340634,pooled_fires,0.0,0.0,255.0,255.0,False,False,598,293,
numisbids,339671,pooled_fires,0.0,0.0,255.0,255.0,False,False,629,310,
numisbids,341144,pooled_fires,0.0,0.0,255.0,255.0,False,False,993,507,
numisbids,339842,pooled_fires,0.0,0.0,255.0,255.0,False,False,699,1307,
numisbids,339659,pooled_fires,0.0,0.0,255.0,255.0,False,False,1257,590,
numisbids,340607,pooled_fires,0.0,0.0,255.0,255.0,False,False,1096,537,
numisbids,339494,pooled_fires,0.0,0.0,255.0,255.0,False,False,918,417,
numisbids,339815,pooled_fires,0.0,0.0,255.0,255.0,False,False,1495,756,
numisbids,339547,pooled_fires,0.0,0.0,255.0,255.0,False,False,842,413,
numisbids,340151,pooled_fires,0.0,0.0,255.0,255.0,False,False,1221,604,
numisbids,340523,pooled_fires,0.0,0.0,255.0,255.0,False,False,1324,663,
numisbids,340508,pooled_fires,0.0,0.0,255.0,255.0,False,False,1371,694,
numisbids,339785,pooled_fires,0.0,0.0,255.0,255.0,False,False,737,364,
numisbids,340916,pooled_fires,0.0,0.0,255.0,255.0,False,False,946,459,
numisbids,340394,pooled_fires,0.0,0.0,255.0,255.0,False,False,1297,628,
numisbids,340874,pooled_fires,0.0,0.0,255.0,255.0,False,False,1417,713,
numisbids,340670,pooled_fires,0.0,0.0,255.0,255.0,False,False,1039,512,
numisbids,341426,pooled_fires,0.0,0.0,255.0,255.0,False,False,852,424,
numisbids,339499,pooled_fires,0.0,0.0,255.0,255.0,False,False,813,422,
numisbids,339724,pooled_fires,0.0,0.0,255.0,255.0,False,False,1335,644,
numisbids,340628,pooled_fires,0.0,0.0,255.0,255.0,False,False,709,355,
numisbids,340529,pooled_fires,0.0,0.0,255.0,255.0,False,False,1321,651,
numisbids,339809,pooled_fires,0.0,0.0,255.0,255.0,False,False,1311,654,
numisbids,339712,pooled_fires,0.0,0.0,255.0,255.0,False,False,1478,668,
numisbids,340169,pooled_fires,0.0,0.0,255.0,255.0,False,False,722,350,
numisbids,341196,pooled_fires,0.0,0.0,255.0,255.0,False,False,814,405,
numisbids,340498,pooled_fires,0.0,0.0,255.0,255.0,False,False,1041,515,
numisbids,341284,pooled_fires,0.0,0.0,255.0,255.0,False,False,706,354,
numisbids,340622,pooled_fires,0.0,0.0,255.0,255.0,False,False,378,191,
numisbids,340577,pooled_fires,0.0,0.0,255.0,255.0,False,False,804,398,
